Agency Type,Distribution Channel,Claim,Duration,Destination,Net Sales,Commision (in value),Age
0,1,0,7.0,12,24.0,0.0,36.0
0,1,0,2.0,9,10.0,0.0,27.0
0,1,0,7.0,0,10.0,0.0,36.0
0,1,0,40.0,17,19.0,0.0,36.0
0,1,0,65.0,0,31.0,0.0,36.0
0,1,0,9.0,14,25.0,0.0,36.0
0,1,0,9.0,1,58.0,0.0,36.0
0,1,0,8.0,18,30.0,0.0,36.0
0,1,0,81.0,12,18.0,0.0,47.0
0,1,0,32.0,13,30.0,0.0,36.0
0,1,0,119.0,20,31.0,0.0,36.0
0,1,0,79.0,0,10.0,0.0,36.0
0,1,0,50.0,12,0.0,0.0,36.0
0,1,0,60.0,10,50.0,0.0,36.0
0,1,0,27.0,4,10.0,0.0,25.0
0,1,0,19.0,30,80.0,0.0,36.0
0,1,0,81.0,21,80.0,0.0,36.0
0,1,0,28.0,13,0.0,0.0,36.0
0,1,0,83.0,15,80.0,0.0,36.0
0,1,0,44.0,13,26.0,0.0,36.0
0,1,0,37.0,11,71.0,0.0,36.0
0,1,0,11.0,4,13.0,0.0,55.0
0,1,0,28.0,19,48.0,0.0,36.0
0,1,0,5.0,12,23.0,0.0,36.0
0,1,0,22.0,9,10.0,0.0,36.0
0,1,0,25.0,9,10.0,0.0,36.0
0,1,0,75.0,15,80.0,0.0,36.0
0,1,0,26.0,14,29.0,0.0,36.0
0,1,0,3.0,13,18.0,0.0,26.0
0,1,0,5.0,13,17.0,0.0,36.0
0,1,0,14.0,13,10.0,0.0,36.0
0,1,0,1.0,4,21.0,0.0,37.0
0,1,0,119.0,14,27.0,0.0,36.0
0,1,0,88.0,7,20.0,0.0,26.0
0,1,0,2.0,0,20.0,0.0,36.0
0,1,0,6.0,38,20.0,0.0,26.0
0,1,0,6.0,9,20.0,0.0,44.0
0,1,0,12.0,12,20.0,0.0,36.0
0,1,0,3.0,9,20.0,0.0,36.0
0,1,0,9.0,9,30.0,0.0,36.0
1,1,0,6.0,13,39.0,15.6,55.0
0,1,0,6.0,12,28.0,10.64,48.0
1,1,0,53.0,25,15.0,6.0,27.0
0,1,0,119.0,14,93.0,28.875000000000004,55.0
0,1,0,5.0,38,43.5,28.28,51.0
0,1,0,6.0,4,25.0,16.25,29.0
0,1,0,21.0,17,44.25,28.76,55.0
1,1,0,5.0,9,7.2,2.02,48.0
1,1,0,99.0,9,1.32,0.37,48.0
1,1,0,85.0,9,1.32,0.37,48.0
1,1,0,7.0,7,18.0,6.3,51.0
1,1,0,10.0,20,35.0,12.25,23.0
1,1,0,64.0,7,22.0,7.7,31.0
1,1,0,72.0,4,18.0,6.3,31.0
1,1,0,24.0,14,22.0,7.7,33.0
1,1,0,23.0,12,18.0,6.3,45.0
1,1,0,5.0,12,22.0,7.7,23.0
1,1,0,24.0,14,40.0,14.0,55.0
1,1,0,10.0,38,26.0,9.1,27.0
1,1,0,9.0,4,18.0,6.3,45.0
1,1,0,13.0,0,33.0,11.55,45.0
1,1,0,30.0,0,22.0,7.7,38.0
1,1,0,26.0,4,22.0,7.7,28.0
1,1,0,8.0,17,18.0,6.3,41.0
1,1,0,15.0,0,22.0,7.7,55.0
1,1,0,13.0,1,26.0,9.1,52.0
1,1,0,37.0,10,35.0,12.25,40.0
1,1,0,20.0,14,26.0,9.1,46.0
1,1,0,12.0,1,45.0,15.75,35.0
1,1,0,5.0,21,67.0,23.45,48.0
1,1,0,32.0,41,55.0,19.25,52.0
0,0,0,37.0,3,93.0,0.0,55.0
0,0,0,9.0,0,29.0,9.57,55.0
1,1,0,79.0,21,8.09,2.83,48.0
1,1,1,62.0,9,51.0,12.75,23.0
1,1,1,109.0,9,93.0,28.875000000000004,55.0
1,1,0,13.0,9,16.0,4.0,25.0
1,1,0,5.0,9,21.0,5.25,47.0
1,1,0,119.0,9,20.0,5.0,55.0
1,1,0,6.0,9,21.0,5.25,43.0
1,1,0,16.0,9,25.2,6.3,25.0
1,1,0,18.0,9,32.4,8.1,25.0
1,1,0,28.0,9,16.0,4.0,29.0
1,1,0,5.0,9,16.0,4.0,51.0
1,1,0,7.0,9,20.0,5.0,55.0
1,1,0,14.0,9,27.0,6.75,23.0
1,1,0,79.0,9,16.0,4.0,25.0
1,1,0,7.0,9,27.0,6.75,30.0
1,1,0,8.0,9,16.0,4.0,55.0
1,1,0,35.0,9,27.0,6.75,30.0
1,1,0,5.0,9,21.0,5.25,29.0
1,1,0,21.0,9,16.0,4.0,31.0
1,1,0,78.0,9,69.5,17.38,44.0
1,1,0,4.0,9,16.0,4.0,34.0
1,1,0,6.0,9,16.0,4.0,28.0
1,1,0,21.0,9,20.0,5.0,28.0
1,1,0,8.0,9,27.0,6.75,31.0
1,1,0,10.0,9,39.0,9.75,36.0
1,1,0,39.0,9,62.0,15.5,23.0
1,1,0,3.0,9,18.5,4.63,27.0
1,1,0,4.0,9,18.5,4.63,29.0
1,1,0,119.0,9,93.0,28.875000000000004,39.0
1,1,0,119.0,9,93.0,28.875000000000004,30.0
1,1,0,119.0,9,93.0,28.875000000000004,40.0
1,1,1,119.0,9,93.0,28.875000000000004,23.0
1,1,0,119.0,9,93.0,28.875000000000004,39.0
1,1,1,119.0,9,93.0,28.875000000000004,30.0
1,1,0,119.0,9,93.0,28.875000000000004,25.0
1,1,0,119.0,9,93.0,28.875000000000004,26.0
0,1,0,47.0,4,0.0,17.82,47.0
0,1,0,62.0,1,79.2,28.875000000000004,31.0
0,1,0,12.0,1,29.7,17.82,55.0
0,1,0,8.0,1,49.5,28.875000000000004,29.0
0,1,0,11.0,1,29.7,17.82,51.0
0,1,0,79.0,1,29.7,17.82,26.0
0,1,0,31.0,1,0.0,28.875000000000004,51.0
0,1,0,10.0,11,19.8,11.88,44.0
0,1,0,19.0,0,39.6,23.76,51.0
0,1,0,28.0,11,19.8,11.88,29.0
0,1,0,15.0,15,0.0,17.82,50.0
0,1,0,7.0,16,39.6,23.76,39.0
0,1,0,20.0,1,0.0,28.875000000000004,52.0
0,1,0,39.0,1,49.5,28.875000000000004,31.0
0,1,0,57.0,11,19.8,11.88,47.0
0,1,0,31.0,0,39.6,23.76,28.0
0,1,0,10.0,17,29.7,17.82,50.0
0,1,0,7.0,11,29.7,17.82,45.0
0,1,0,15.0,19,93.0,0.0,36.0
0,1,0,12.0,7,20.0,0.0,36.0
0,1,0,3.0,0,20.0,0.0,36.0
0,1,0,45.0,10,93.0,0.0,36.0
0,1,0,43.0,10,93.0,0.0,36.0
0,1,0,25.0,14,28.0,0.0,36.0
0,1,0,119.0,16,20.0,0.0,39.0
0,1,0,119.0,14,34.0,0.0,36.0
0,1,0,29.0,3,93.0,0.0,38.0
0,1,0,22.0,20,31.0,0.0,33.0
0,1,0,72.0,10,93.0,0.0,36.0
0,1,0,8.0,3,69.0,0.0,25.0
0,1,0,7.0,4,37.0,0.0,55.0
0,1,0,119.0,14,40.0,0.0,36.0
0,1,0,14.0,61,59.0,0.0,36.0
0,1,0,14.0,7,20.0,0.0,53.0
0,1,0,70.0,4,27.0,0.0,36.0
0,1,0,74.0,35,20.0,0.0,36.0
0,1,0,2.0,7,10.0,0.0,36.0
0,1,0,64.0,18,12.0,0.0,36.0
0,1,0,30.0,0,32.0,0.0,35.0
0,1,0,13.0,14,18.0,0.0,36.0
0,1,0,88.0,17,43.0,0.0,36.0
0,1,0,54.0,41,10.0,0.0,23.0
0,1,0,2.0,0,13.0,0.0,36.0
0,1,0,2.0,0,15.0,0.0,36.0
0,1,0,23.0,19,16.0,0.0,36.0
0,1,0,75.0,14,24.0,0.0,36.0
0,1,0,86.0,20,93.0,0.0,34.0
0,1,0,17.0,0,10.0,0.0,36.0
0,1,0,9.0,14,22.0,0.0,36.0
0,1,0,12.0,16,18.0,0.0,36.0
0,1,0,3.0,18,10.0,0.0,23.0
0,1,0,2.0,4,10.0,0.0,48.0
0,1,0,41.0,3,0.0,0.0,39.0
0,1,0,48.0,12,10.0,0.0,45.0
0,1,0,102.0,0,10.0,0.0,36.0
0,1,0,24.0,10,33.0,0.0,36.0
0,1,0,9.0,4,27.0,0.0,36.0
0,1,0,29.0,14,31.0,0.0,36.0
0,1,0,85.0,13,20.0,0.0,38.0
0,1,0,32.0,9,28.0,0.0,36.0
0,1,0,62.0,9,10.0,0.0,36.0
0,1,0,56.0,20,19.0,0.0,36.0
0,1,0,51.0,27,59.0,0.0,36.0
0,1,0,5.0,4,10.0,0.0,36.0
0,1,0,11.0,4,10.0,0.0,36.0
0,1,0,83.0,9,58.0,0.0,36.0
0,1,0,7.0,13,36.0,0.0,36.0
0,1,0,63.0,15,10.0,0.0,36.0
0,1,0,29.0,37,77.0,0.0,36.0
0,1,0,5.0,10,19.0,0.0,55.0
0,1,0,41.0,12,10.0,0.0,55.0
0,1,0,12.0,19,69.0,0.0,36.0
0,1,0,2.0,0,10.0,0.0,36.0
0,1,0,36.0,12,17.0,0.0,52.0
0,1,0,69.0,17,21.0,0.0,36.0
0,1,0,81.0,14,20.0,0.0,36.0
0,1,0,16.0,3,17.0,0.0,46.0
0,1,0,8.0,13,47.0,0.0,36.0
0,1,0,44.0,3,0.0,0.0,39.0
0,1,0,6.0,7,10.0,0.0,36.0
0,1,0,79.0,4,25.0,0.0,36.0
0,1,0,6.0,9,10.0,0.0,50.0
0,1,0,7.0,9,10.0,0.0,36.0
0,1,0,42.0,13,10.0,0.0,36.0
0,1,0,3.0,9,21.0,0.0,36.0
0,1,0,85.0,9,80.0,0.0,23.0
0,1,0,7.0,9,20.0,0.0,36.0
0,1,0,4.0,9,77.0,0.0,36.0
0,1,0,8.0,11,29.0,0.0,36.0
0,1,0,1.0,0,20.0,0.0,36.0
0,1,0,28.0,0,20.0,0.0,36.0
0,1,0,16.0,9,31.0,0.0,36.0
0,1,0,30.0,9,20.0,0.0,36.0
0,1,0,27.0,0,20.0,0.0,30.0
0,1,0,4.0,9,20.0,0.0,40.0
0,1,0,6.0,9,34.0,0.0,36.0
0,1,0,12.0,37,72.0,27.36,48.0
1,1,0,92.0,25,23.0,9.2,55.0
0,1,0,119.0,3,93.0,28.875000000000004,55.0
1,1,0,69.0,9,17.11,4.8,48.0
1,1,0,6.0,9,4.63,1.3,48.0
1,1,0,119.0,9,14.28,4.0,48.0
1,1,0,36.0,35,30.0,10.5,50.0
1,1,0,55.0,18,30.0,10.5,44.0
1,1,0,80.0,14,26.0,9.1,55.0
1,1,0,10.0,16,26.0,9.1,25.0
1,1,1,70.0,14,35.0,12.25,23.0
1,1,0,5.0,14,22.0,7.7,53.0
1,1,0,36.0,16,26.0,9.1,33.0
1,1,0,49.0,12,42.0,14.7,43.0
1,1,0,114.0,12,22.0,7.7,34.0
1,1,0,5.0,16,22.0,7.7,43.0
1,1,0,37.0,19,26.0,9.1,33.0
1,1,0,14.0,14,35.0,12.25,55.0
1,1,0,7.0,0,30.0,10.5,51.0
1,1,0,54.0,11,93.0,28.875000000000004,23.0
0,1,0,55.0,15,93.0,28.875000000000004,23.0
1,1,0,7.0,9,21.0,5.25,35.0
1,1,0,7.0,9,16.0,4.0,33.0
1,1,0,55.0,9,32.0,8.0,23.0
1,1,0,36.0,9,16.0,4.0,30.0
1,1,0,24.0,9,27.0,6.75,30.0
1,1,0,8.0,9,27.0,6.75,33.0
1,1,0,21.0,9,27.0,6.75,38.0
1,1,0,8.0,9,16.0,4.0,30.0
1,1,0,10.0,9,20.0,5.0,55.0
1,1,0,8.0,9,16.0,4.0,25.0
1,1,0,6.0,9,29.5,7.38,42.0
1,1,0,6.0,9,34.8,8.7,49.0
1,1,0,9.0,9,29.0,7.25,35.0
1,1,0,66.0,9,39.0,9.75,25.0
1,1,0,8.0,9,29.5,7.38,30.0
1,1,0,119.0,9,93.0,28.875000000000004,43.0
1,1,0,119.0,9,93.0,28.875000000000004,42.0
1,1,0,119.0,9,93.0,28.875000000000004,25.0
1,1,0,119.0,9,93.0,28.875000000000004,32.0
1,1,1,119.0,9,93.0,28.875000000000004,25.0
1,1,0,119.0,9,93.0,28.875000000000004,27.0
1,1,1,119.0,9,93.0,28.875000000000004,32.0
1,1,0,119.0,9,93.0,28.875000000000004,34.0
1,1,1,119.0,9,93.0,28.875000000000004,45.0
0,1,0,5.0,1,49.5,28.875000000000004,36.0
0,1,0,9.0,14,0.0,28.875000000000004,47.0
0,1,1,40.0,27,79.2,28.875000000000004,35.0
0,1,0,80.0,1,69.3,28.875000000000004,51.0
0,1,0,70.0,4,69.3,28.875000000000004,31.0
0,1,0,7.0,0,49.5,28.875000000000004,30.0
0,1,0,61.0,0,39.6,23.76,31.0
0,1,0,12.0,1,9.9,5.94,53.0
0,1,0,24.0,1,39.6,23.76,25.0
0,1,0,7.0,0,19.8,11.88,37.0
0,1,0,79.0,44,19.8,11.88,34.0
0,1,0,28.0,20,19.8,11.88,31.0
0,1,0,11.0,0,39.6,23.76,40.0
0,1,0,6.0,0,29.7,17.82,28.0
0,1,0,6.0,4,29.7,17.82,31.0
0,1,0,119.0,0,0.0,17.82,55.0
0,1,0,83.0,1,29.7,17.82,36.0
0,1,0,69.0,1,59.4,28.875000000000004,49.0
0,1,0,44.0,11,39.6,23.76,31.0
0,1,0,71.0,1,59.4,28.875000000000004,49.0
0,1,0,15.0,0,39.6,23.76,53.0
0,1,0,21.0,1,0.0,17.82,28.0
0,1,0,70.0,11,89.1,28.875000000000004,31.0
0,1,0,53.0,20,29.7,17.82,31.0
0,1,0,22.0,1,93.0,28.875000000000004,24.0
0,1,0,80.0,1,69.3,28.875000000000004,37.0
0,1,0,84.0,1,93.0,28.875000000000004,53.0
0,1,0,8.0,4,29.7,17.82,23.0
0,1,0,78.0,0,49.5,28.875000000000004,31.0
0,1,0,12.0,2,39.6,23.76,53.0
0,1,0,38.0,33,0.0,28.875000000000004,31.0
0,1,0,119.0,23,39.6,23.76,43.0
0,1,0,47.0,1,69.3,28.875000000000004,48.0
0,1,0,23.0,66,39.6,23.76,30.0
0,1,0,41.0,46,39.6,23.76,37.0
0,1,0,106.0,9,0.0,17.82,28.0
0,1,1,30.0,66,79.2,28.875000000000004,30.0
0,1,0,22.0,1,29.7,17.82,48.0
0,1,0,8.0,44,29.7,17.82,31.0
0,1,0,43.0,11,69.3,28.875000000000004,37.0
0,1,0,84.0,12,20.0,0.0,36.0
0,1,0,21.0,14,32.0,0.0,36.0
0,1,0,8.0,17,30.0,0.0,36.0
0,1,0,42.0,19,29.0,0.0,36.0
0,1,0,70.0,11,93.0,0.0,36.0
0,1,0,44.0,10,54.0,0.0,36.0
0,1,0,5.0,12,27.0,0.0,36.0
0,1,0,112.0,3,82.0,0.0,32.0
0,1,0,9.0,4,20.0,0.0,55.0
0,1,0,21.0,14,34.0,0.0,36.0
0,1,0,84.0,4,20.0,0.0,28.0
0,1,0,84.0,17,57.0,0.0,36.0
0,1,0,79.0,17,0.0,0.0,36.0
0,1,0,23.0,0,20.0,0.0,36.0
0,1,0,79.0,17,51.0,0.0,36.0
0,1,0,8.0,12,28.0,0.0,36.0
0,1,0,83.0,12,20.0,0.0,36.0
0,1,0,15.0,11,72.0,0.0,36.0
0,1,0,47.0,10,0.0,0.0,36.0
0,1,0,119.0,14,57.0,0.0,36.0
0,1,0,81.0,29,82.0,0.0,36.0
0,1,0,8.0,7,20.0,0.0,36.0
0,1,0,9.0,47,21.0,0.0,36.0
0,1,0,41.0,14,78.0,0.0,36.0
0,1,0,15.0,12,33.0,0.0,36.0
0,1,0,3.0,7,52.0,0.0,36.0
0,1,0,15.0,12,36.0,0.0,36.0
0,1,0,80.0,3,93.0,0.0,41.0
0,1,0,113.0,23,93.0,0.0,55.0
0,1,0,8.0,4,20.0,0.0,36.0
0,1,0,21.0,14,37.0,0.0,36.0
0,1,0,12.0,21,39.0,0.0,36.0
0,1,0,29.0,0,20.0,0.0,41.0
0,1,0,19.0,4,20.0,0.0,27.0
0,1,0,22.0,29,73.0,0.0,36.0
0,1,0,43.0,4,20.0,0.0,31.0
0,1,0,119.0,10,28.0,0.0,36.0
0,1,0,36.0,12,29.0,0.0,35.0
0,1,0,70.0,13,55.0,0.0,36.0
0,1,0,23.0,4,42.0,0.0,36.0
0,1,0,52.0,18,0.0,0.0,36.0
0,1,0,11.0,14,41.0,0.0,36.0
0,1,0,12.0,19,28.0,0.0,36.0
0,1,0,41.0,14,27.0,0.0,36.0
0,1,0,7.0,14,48.0,0.0,36.0
0,1,0,29.0,9,20.0,0.0,36.0
0,1,0,72.0,4,12.0,0.0,26.0
0,1,0,8.0,13,74.0,0.0,36.0
0,1,1,21.0,0,12.0,0.0,26.0
0,1,0,7.0,4,18.0,0.0,23.0
0,1,0,4.0,12,10.0,0.0,33.0
0,1,0,47.0,9,56.0,0.0,36.0
0,1,0,30.0,10,61.0,0.0,36.0
0,1,0,42.0,19,21.0,0.0,36.0
0,1,0,57.0,10,66.0,0.0,36.0
0,1,0,4.0,12,10.0,0.0,41.0
0,1,0,26.0,14,17.0,0.0,36.0
0,1,0,79.0,3,80.0,0.0,23.0
0,1,0,74.0,17,31.0,0.0,36.0
0,1,0,57.0,18,15.0,0.0,36.0
0,1,0,35.0,4,10.0,0.0,31.0
0,1,0,52.0,14,10.0,0.0,36.0
0,1,0,42.0,12,26.0,0.0,34.0
0,1,0,19.0,49,80.0,0.0,36.0
0,1,0,84.0,9,80.0,0.0,36.0
0,1,0,98.0,9,80.0,0.0,23.0
0,1,0,16.0,14,30.0,0.0,36.0
0,1,0,40.0,4,10.0,0.0,42.0
0,1,0,18.0,14,24.0,0.0,36.0
0,1,0,11.0,19,20.0,0.0,36.0
0,1,0,43.0,1,17.0,0.0,32.0
0,1,0,12.0,11,60.0,0.0,36.0
0,1,0,44.0,23,19.0,0.0,36.0
0,1,0,45.0,23,64.0,0.0,36.0
0,1,0,3.0,14,23.0,0.0,36.0
0,1,0,12.0,21,28.0,0.0,36.0
0,1,0,42.0,12,12.0,0.0,31.0
0,1,0,50.0,12,10.0,0.0,36.0
0,1,0,50.0,12,10.0,0.0,36.0
0,1,0,56.0,17,29.0,0.0,36.0
0,1,0,31.0,12,10.0,0.0,50.0
0,1,0,18.0,0,13.0,0.0,42.0
0,1,0,21.0,13,26.0,0.0,36.0
0,1,0,15.0,4,25.0,0.0,36.0
0,1,0,22.0,9,22.0,0.0,36.0
0,1,0,6.0,4,41.0,0.0,48.0
0,1,0,24.0,4,14.0,0.0,36.0
0,1,0,17.0,12,10.0,0.0,44.0
0,1,0,21.0,4,17.0,0.0,36.0
0,1,0,21.0,4,62.0,0.0,36.0
0,1,0,4.0,4,10.0,0.0,55.0
0,1,0,19.0,7,17.0,0.0,52.0
0,1,0,11.0,12,10.0,0.0,33.0
0,1,0,55.0,12,10.0,0.0,31.0
0,1,0,5.0,14,43.0,0.0,36.0
0,1,0,3.0,9,32.0,0.0,36.0
0,1,0,55.0,12,10.0,0.0,27.0
0,1,0,2.0,9,10.0,0.0,36.0
0,1,0,2.0,14,10.0,0.0,36.0
0,1,0,65.0,0,20.0,0.0,36.0
0,1,0,51.0,46,57.0,0.0,36.0
0,1,0,2.0,13,20.0,0.0,36.0
0,1,0,11.0,13,20.0,0.0,51.0
0,1,0,19.0,19,20.0,0.0,36.0
0,1,0,15.0,0,0.0,0.0,26.0
0,1,0,2.0,12,20.0,0.0,27.0
1,1,0,1.0,13,31.0,12.4,55.0
1,1,0,6.0,13,39.0,15.6,55.0
1,1,0,51.0,13,72.0,28.8,55.0
1,1,0,45.0,13,60.0,24.0,55.0
0,1,0,11.0,12,28.0,10.64,48.0
0,1,0,6.0,12,38.0,14.44,48.0
1,1,0,14.0,25,15.0,6.0,37.0
0,1,0,119.0,20,39.75,25.84,30.0
1,1,0,12.0,9,2.76,0.77,48.0
1,1,0,119.0,4,22.0,7.7,41.0
1,1,0,77.0,17,37.0,12.95,28.0
1,1,0,8.0,12,22.0,7.7,37.0
1,1,0,73.0,12,37.0,12.95,42.0
1,1,0,2.0,0,18.0,6.3,44.0
1,1,0,79.0,17,37.0,12.95,39.0
1,1,0,119.0,4,30.0,10.5,42.0
1,1,0,119.0,17,37.0,12.95,31.0
1,1,0,6.0,17,18.0,6.3,38.0
1,1,0,14.0,14,22.0,7.7,55.0
1,1,0,58.0,14,26.0,9.1,24.0
1,1,0,119.0,4,33.0,11.55,38.0
1,1,0,12.0,14,26.0,9.1,45.0
1,1,0,43.0,0,22.0,7.7,52.0
1,1,0,19.0,20,50.0,17.5,53.0
1,1,0,26.0,4,22.0,7.7,31.0
1,1,0,84.0,19,56.0,19.6,23.0
1,1,0,11.0,13,26.0,9.1,45.0
1,1,0,42.0,7,22.0,7.7,46.0
1,1,0,74.0,17,69.0,24.15,34.0
1,1,0,36.0,31,22.0,7.7,45.0
1,1,0,40.0,18,33.0,11.55,28.0
1,1,0,7.0,1,36.0,12.6,26.0
1,1,0,7.0,14,45.0,15.75,53.0
1,1,0,61.0,1,58.0,20.3,23.0
1,1,0,9.0,14,51.0,17.85,23.0
1,1,0,14.0,9,26.5,6.63,31.0
1,1,0,1.0,9,13.5,3.38,50.0
1,1,0,6.0,9,16.0,4.0,36.0
1,1,0,39.0,9,53.0,13.25,32.0
1,1,0,7.0,9,21.0,5.25,36.0
1,1,0,26.0,9,80.5,20.13,30.0
1,1,0,77.0,9,33.5,8.38,34.0
1,1,0,6.0,9,16.0,4.0,45.0
1,1,0,7.0,9,16.0,4.0,31.0
1,1,0,76.0,9,60.0,15.0,23.0
1,1,0,2.0,9,13.5,3.38,45.0
1,1,0,45.0,9,93.0,28.0,40.0
1,1,0,4.0,9,22.5,5.63,28.0
1,1,0,119.0,9,67.8,16.95,28.0
1,1,1,73.0,9,62.0,15.5,29.0
1,1,0,48.0,9,39.0,9.75,30.0
1,1,0,12.0,9,35.4,8.85,55.0
1,1,0,13.0,9,35.4,8.85,54.0
1,1,0,6.0,9,34.8,8.7,31.0
1,1,0,11.0,9,39.0,9.75,55.0
1,1,0,6.0,9,49.2,12.3,33.0
1,1,0,14.0,9,62.0,15.5,24.0
1,1,0,6.0,9,18.5,4.63,27.0
1,1,0,14.0,9,62.0,15.5,55.0
1,1,0,6.0,9,55.0,13.75,28.0
1,1,1,119.0,9,93.0,28.875000000000004,34.0
1,1,0,119.0,9,93.0,28.875000000000004,23.0
1,1,0,119.0,9,93.0,28.875000000000004,38.0
1,1,0,119.0,9,93.0,28.875000000000004,37.0
1,1,0,119.0,9,93.0,28.875000000000004,43.0
1,1,0,119.0,9,93.0,28.875000000000004,31.0
1,1,0,119.0,9,93.0,28.875000000000004,52.0
1,1,0,119.0,9,93.0,28.875000000000004,38.0
1,1,0,119.0,9,93.0,28.875000000000004,55.0
0,1,0,12.0,1,79.2,28.875000000000004,36.0
0,1,0,37.0,1,29.7,17.82,47.0
0,1,0,68.0,23,19.8,11.88,53.0
0,1,0,74.0,23,59.4,28.875000000000004,53.0
0,1,0,79.0,10,0.0,28.875000000000004,41.0
0,1,0,119.0,1,49.5,28.875000000000004,52.0
0,1,0,70.0,23,69.3,28.875000000000004,31.0
0,1,0,10.0,17,19.8,11.88,51.0
0,1,0,5.0,0,39.6,23.76,32.0
0,1,0,35.0,0,19.8,11.88,32.0
0,1,0,15.0,15,19.8,11.88,39.0
0,1,0,21.0,4,0.0,23.76,31.0
0,1,0,32.0,1,0.0,28.875000000000004,32.0
0,1,0,8.0,10,39.6,23.76,31.0
0,1,0,70.0,12,39.6,23.76,34.0
0,1,0,10.0,51,0.0,28.875000000000004,38.0
0,1,0,26.0,0,39.6,23.76,31.0
0,1,0,10.0,52,93.0,28.875000000000004,48.0
0,1,0,14.0,6,49.5,28.875000000000004,30.0
0,1,0,10.0,60,69.3,28.875000000000004,42.0
0,1,0,11.0,1,89.1,28.875000000000004,43.0
0,1,0,79.0,40,29.7,17.82,32.0
0,1,0,7.0,4,39.6,23.76,41.0
0,1,0,49.0,1,79.2,28.875000000000004,43.0
0,1,0,5.0,1,29.7,17.82,33.0
0,1,0,1.0,0,20.0,0.0,41.0
0,1,0,52.0,4,68.0,0.0,36.0
0,1,0,98.0,13,34.0,0.0,36.0
0,1,0,33.0,9,72.0,0.0,36.0
0,1,0,3.0,0,20.0,0.0,36.0
0,1,0,11.0,14,36.0,0.0,36.0
0,1,0,87.0,9,69.0,0.0,36.0
0,1,0,12.0,30,36.0,0.0,36.0
0,1,0,6.0,7,42.0,0.0,36.0
0,1,1,74.0,3,93.0,0.0,25.0
0,1,0,91.0,12,21.0,0.0,36.0
0,1,0,20.0,19,25.0,0.0,36.0
0,1,0,85.0,15,87.0,0.0,36.0
0,1,0,80.0,46,93.0,0.0,36.0
0,1,0,20.0,3,93.0,0.0,55.0
0,1,0,49.0,31,78.0,0.0,36.0
0,1,0,58.0,20,90.0,0.0,36.0
0,1,0,76.0,17,72.0,0.0,36.0
0,1,0,28.0,19,23.0,0.0,36.0
0,1,0,30.0,18,27.0,0.0,36.0
0,1,0,57.0,0,20.0,0.0,55.0
0,1,0,13.0,7,38.0,0.0,36.0
0,1,0,43.0,14,27.0,0.0,36.0
0,1,0,88.0,18,20.0,0.0,36.0
0,1,0,4.0,14,57.0,0.0,36.0
0,1,0,12.0,4,37.0,0.0,36.0
0,1,0,47.0,10,93.0,0.0,36.0
0,1,0,11.0,12,39.0,0.0,44.0
0,1,0,10.0,17,82.0,0.0,36.0
0,1,0,15.0,20,66.0,0.0,36.0
0,1,0,40.0,10,36.0,0.0,36.0
0,1,0,21.0,4,20.0,0.0,33.0
0,1,0,18.0,12,20.0,0.0,36.0
0,1,0,86.0,14,54.0,0.0,36.0
0,1,0,3.0,0,20.0,0.0,36.0
0,1,0,21.0,13,63.0,0.0,36.0
0,1,0,23.0,13,63.0,0.0,38.0
0,1,0,13.0,19,28.0,0.0,36.0
0,1,0,10.0,20,17.0,0.0,36.0
0,1,0,8.0,13,14.0,0.0,36.0
0,1,0,3.0,12,10.0,0.0,48.0
0,1,0,4.0,9,10.0,0.0,36.0
0,1,0,14.0,21,44.0,0.0,36.0
0,1,0,2.0,4,16.0,0.0,51.0
0,1,0,25.0,12,19.0,0.0,36.0
0,1,0,40.0,19,0.0,0.0,36.0
0,1,0,11.0,19,10.0,0.0,26.0
0,1,0,3.0,50,10.0,0.0,39.0
0,1,0,8.0,4,16.0,0.0,36.0
0,1,0,47.0,14,12.0,0.0,36.0
0,1,0,47.0,14,15.0,0.0,36.0
0,1,0,56.0,9,14.0,0.0,36.0
0,1,0,79.0,1,16.0,0.0,30.0
0,1,1,22.0,14,29.0,0.0,36.0
0,1,0,23.0,0,10.0,0.0,51.0
0,1,0,27.0,46,10.0,0.0,36.0
0,1,0,3.0,12,10.0,0.0,45.0
0,1,0,27.0,9,10.0,0.0,51.0
0,1,0,3.0,0,11.0,0.0,39.0
0,1,0,17.0,19,20.0,0.0,36.0
0,1,0,119.0,14,35.0,0.0,36.0
0,1,0,5.0,0,10.0,0.0,36.0
0,1,0,10.0,9,10.0,0.0,34.0
0,1,0,6.0,12,10.0,0.0,36.0
0,1,0,35.0,9,36.0,0.0,36.0
0,1,0,29.0,11,53.0,0.0,36.0
0,1,0,76.0,14,23.0,0.0,36.0
0,1,0,42.0,9,10.0,0.0,25.0
0,1,0,12.0,13,10.0,0.0,37.0
0,1,0,39.0,12,10.0,0.0,25.0
0,1,0,81.0,20,43.0,0.0,36.0
0,1,0,57.0,12,10.0,0.0,27.0
0,1,0,10.0,0,10.0,0.0,36.0
0,1,0,24.0,45,80.0,0.0,36.0
0,1,0,105.0,9,13.0,0.0,42.0
0,1,0,6.0,13,44.0,0.0,36.0
0,1,0,3.0,9,31.0,0.0,36.0
0,1,0,5.0,4,26.0,0.0,53.0
0,1,0,83.0,46,79.0,0.0,36.0
0,1,0,16.0,8,72.0,0.0,36.0
